Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
56769496,02/10/2023 01:44:57 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11418,91-16 120 STREET,120 STREET,,,,,ADDRESS,RICHMOND HILL,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,09 QUEENS,4093510014,QUEENS,1032043,192785,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.69569801078597,-73.82764784948421,"(40.69569801078597, -73.82764784948421)"
56769768,02/09/2023 09:51:30 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11361,43-23 BELL BOULEVARD,BELL BOULEVARD,,,,,ADDRESS,BAYSIDE,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,02/11/2023 12:00:00 AM,11 QUEENS,4063000008,QUEENS,1048012,216705,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76125169619777,-73.76983367354084,"(40.76125169619777, -73.76983367354084)"
56769795,02/10/2023 02:58:01 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11226,50 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,14 BROOKLYN,3050620051,BROOKLYN,995190,177296,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65330648637028,-73.96057302790511,"(40.65330648637028, -73.96057302790511)"
56769879,02/10/2023 02:09:26 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),Lights From Parking Lot Shining On Building,,10312,4277 RICHMOND AVENUE,RICHMOND AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,03 STATEN ISLAND,5052970022,STATEN ISLAND,941103,134219,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.534970631577174,-74.15522342960628,"(40.534970631577174, -74.15522342960628)"
56770654,02/10/2023 04:29:39 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,10469,914 EAST  217 STREET,EAST  217 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,12 BRONX,2046870038,BRONX,1023735,259965,UNKNOWN,Unspecified,BRONX,,,,,,,,40.880129759674844,-73.85721337846633,"(40.880129759674844, -73.85721337846633)"
56770959,02/10/2023 09:37:00 AM,02/11/2023 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11235,,,,,NEPTUNE AVENUE,OCEAN PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",02/11/2023 12:00:00 AM,13 BROOKLYN,,BROOKLYN,993250,150726,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.58037953763351,-73.9676000652632,"(40.58037953763351, -73.9676000652632)"
56770964,02/10/2023 03:10:18 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11217,18 SAINT FELIX STREET,SAINT FELIX STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,02 BROOKLYN,3020960039,BROOKLYN,990401,190349,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68913866870837,-73.97782032689271,"(40.68913866870837, -73.97782032689271)"
56771009,02/10/2023 04:23:39 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11222,200 CALYER STREET,CALYER STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,01 BROOKLYN,3025980013,BROOKLYN,997579,204719,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.72857300959282,-73.95190898743682,"(40.72857300959282, -73.95190898743682)"
56772909,02/10/2023 02:36:54 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11230,1114 EAST   17 STREET,EAST   17 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,14 BROOKLYN,3067180044,BROOKLYN,995590,166436,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62349760603067,-73.95914970892794,"(40.62349760603067, -73.95914970892794)"
56773417,02/10/2023 03:31:50 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,11434,171-12 119 ROAD,119 ROAD,,,,,ADDRESS,JAMAICA,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,12 QUEENS,4123750068,QUEENS,1046923,188534,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.683937164303394,-73.77402702798005,"(40.683937164303394, -73.77402702798005)"
56773425,02/10/2023 06:58:25 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11238,497 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,08 BROOKLYN,3011550057,BROOKLYN,995260,185520,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67587945367846,-73.96030732288263,"(40.67587945367846, -73.96030732288263)"
56773957,02/10/2023 06:24:36 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,,11212,589 CHRISTOPHER AVENUE,CHRISTOPHER AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,16 BROOKLYN,3038610001,BROOKLYN,1011260,178729,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.657205321192556,-73.9026521994864,"(40.657205321192556, -73.9026521994864)"
56774358,02/10/2023 09:57:39 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11101,41-45 24 STREET,24 STREET,,,,,ADDRESS,LONG ISLAND CITY,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,02/11/2023 12:00:00 AM,01 QUEENS,4004140005,QUEENS,1000755,213266,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.752027038735925,-73.94042901600665,"(40.752027038735925, -73.94042901600665)"
56774394,02/10/2023 07:04:26 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),,11213,1584 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,03 BROOKLYN,3016990019,BROOKLYN,1001571,186927,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67973125083856,-73.93755162535116,"(40.67973125083856, -73.93755162535116)"
56775314,02/10/2023 02:27:36 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10031,500 WEST  140 STREET,WEST  140 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,02/11/2023 12:00:00 AM,09 MANHATTAN,1020710036,MANHATTAN,998051,238813,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82215133794938,-73.95013598942462,"(40.82215133794938, -73.95013598942462)"
56775523,02/10/2023 04:32:40 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10469,914 EAST  217 STREET,EAST  217 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,12 BRONX,2046870038,BRONX,1023735,259965,UNKNOWN,Unspecified,BRONX,,,,,,,,40.880129759674844,-73.85721337846633,"(40.880129759674844, -73.85721337846633)"
56776830,02/10/2023 07:10:45 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,11213,1584 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,03 BROOKLYN,3016990019,BROOKLYN,1001571,186927,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67973125083856,-73.93755162535116,"(40.67973125083856, -73.93755162535116)"
56780144,02/10/2023 08:10:58 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10028,250 EAST   83 STREET,EAST   83 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,02/11/2023 12:00:00 AM,08 MANHATTAN,1015280028,MANHATTAN,996914,222137,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77638197681951,-73.95427550229464,"(40.77638197681951, -73.95427550229464)"
56756725,02/08/2023 10:29:28 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11236,9602 GLENWOOD ROAD,GLENWOOD ROAD,,,,,ADDRESS,BROOKLYN,,,Assigned,,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,02/11/2023 12:00:00 AM,18 BROOKLYN,3081840033,BROOKLYN,1011176,174173,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64470035520464,-73.90297313500778,"(40.64470035520464, -73.90297313500778)"
56004363,11/16/2022 07:59:54 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11226,115 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,02/11/2023 12:00:00 AM,17 BROOKLYN,3051400066,BROOKLYN,998107,174783,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64640476384415,-73.95006553474708,"(40.64640476384415, -73.95006553474708)"
56010825,11/16/2022 07:59:19 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11226,336 EAST   25 STREET,EAST   25 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/11/2023 12:00:00 AM,17 BROOKLYN,3051900021,BROOKLYN,997164,173182,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.642011789460696,-73.9534667514486,"(40.642011789460696, -73.9534667514486)"
56391315,12/29/2022 10:13:30 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10026,81 WEST  119 STREET,WEST  119 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/11/2023 12:00:00 AM,10 MANHATTAN,1017180108,MANHATTAN,998850,232033,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80354084661012,-73.94726389303874,"(40.80354084661012, -73.94726389303874)"
56561636,01/18/2023 05:28:45 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,10030,254 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/11/2023 12:00:00 AM,10 MANHATTAN,1019410155,MANHATTAN,999536,236801,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81662652073723,-73.94477516142462,"(40.81662652073723, -73.94477516142462)"
56651862,01/28/2023 09:07:00 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10455,510 EAST  148 STREET,EAST  148 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,01 BRONX,2022740008,BRONX,1007707,235936,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81423442105774,-73.91525823670953,"(40.81423442105774, -73.91525823670953)"
56714143,02/04/2023 12:21:21 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11379,60-02 79 STREET,79 STREET,,,,,ADDRESS,MIDDLE VILLAGE,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,05 QUEENS,4028490029,QUEENS,1017357,203532,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7252630723245,-73.88055589402046,"(40.7252630723245, -73.88055589402046)"
56711498,02/04/2023 09:46:05 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10024,415 COLUMBUS AVENUE,COLUMBUS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,07 MANHATTAN,1011300001,MANHATTAN,990972,224039,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.781608980288546,-73.97572771702818,"(40.781608980288546, -73.97572771702818)"
56643348,01/28/2023 10:05:02 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10023,32 WEST   75 STREET,WEST   75 STREET,,,,,ADDRESS,NEW YORK,,,Assigned,,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,02/11/2023 12:00:00 AM,07 MANHATTAN,1011270050,MANHATTAN,991012,222943,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.778600719845095,-73.97558438520946,"(40.778600719845095, -73.97558438520946)"
56651183,01/28/2023 09:10:30 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10128,150 EAST   91 STREET,EAST   91 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,08 MANHATTAN,1015190050,MANHATTAN,997287,224378,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.782532386398394,-73.95292440453603,"(40.782532386398394, -73.95292440453603)"
56637311,01/27/2023 08:32:29 AM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,10025,415 CENTRAL PARK WEST,CENTRAL PARK WEST,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,07 MANHATTAN,1018370029,MANHATTAN,994710,228939,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.795054532336785,-73.96222264765939,"(40.795054532336785, -73.96222264765939)"
54723737,07/06/2022 09:43:39 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11355,138-70 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,02/11/2023 12:00:00 AM,07 QUEENS,4051450055,QUEENS,1033451,213620,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.752877198308724,-73.82241798417735,"(40.752877198308724, -73.82241798417735)"
55341004,09/08/2022 05:29:54 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11354,31-65 138 STREET,138 STREET,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,07 QUEENS,4044110001,QUEENS,1031348,219424,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.768819110333766,-73.82996769637663,"(40.768819110333766, -73.82996769637663)"
55419496,09/14/2022 11:35:07 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11355,134-20 60 AVENUE,60 AVENUE,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/11/2023 12:00:00 AM,07 QUEENS,4063700104,QUEENS,1031016,210276,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74371199067651,-73.83122990315981,"(40.74371199067651, -73.83122990315981)"
56437118,01/04/2023 07:14:01 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11229,2332 EAST   23 STREET,EAST   23 STREET,,,,,ADDRESS,BROOKLYN,,,Assigned,,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,02/11/2023 12:00:00 AM,15 BROOKLYN,3074050214,BROOKLYN,998824,155832,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.59438707620253,-73.94752269763325,"(40.59438707620253, -73.94752269763325)"
56380961,12/28/2022 07:02:04 PM,02/11/2023 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10031,401 WEST  149 STREET,WEST  149 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/11/2023 12:00:00 AM,09 MANHATTAN,1020640027,MANHATTAN,999956,240484,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.826734575700144,-73.94324917711147,"(40.826734575700144, -73.94324917711147)"
